temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
20.03,0.27,10.0,76.8,0.65,2.99,0.0,Low Risk
25.0,-0.31,1.21,69.7,0.82,-1.12,0.7,Low Risk
28.03,-0.08,21.58,77.9,0.97,1.04,0.0,Low Risk
28.23,0.35,16.76,89.0,0.44,1.3,0.0,Low Risk
25.75,0.36,7.41,40.8,1.19,0.15,22.36,Low Risk
31.11,0.77,6.73,87.1,0.49,0.77,0.0,Low Risk
22.66,0.06,27.32,85.6,6.79,53.5,47.25,Medium Risk
27.29,0.25,4.08,81.1,0.68,0.61,1.66,Low Risk
28.6,-0.12,3.44,77.3,0.9,-0.91,0.0,Low Risk
30.57,0.19,33.6,40.0,1.13,0.83,31.69,Low Risk
31.56,0.32,19.88,72.1,1.55,1.28,0.0,Low Risk
22.38,0.05,20.62,112.2,1.03,2.15,0.0,Low Risk
20.33,-0.8,2.61,80.2,0.5,-0.6,0.0,Low Risk
34.39,0.27,1.86,74.5,1.24,0.36,2.14,Low Risk
29.66,0.28,0.32,80.3,0.94,0.48,0.33,Low Risk
24.26,-0.24,3.25,86.4,1.02,0.42,0.0,Low Risk
35.76,-0.54,17.86,91.9,1.14,-0.84,7.82,Low Risk
28.58,0.84,3.29,75.9,4.75,54.18,46.44,Medium Risk
33.9,0.35,15.67,87.6,1.0,1.3,2.11,Low Risk
28.34,-0.01,3.48,110.2,0.9,0.8,1.9,Low Risk
38.3,-0.47,6.04,98.1,1.31,0.16,0.0,Low Risk
36.78,-0.31,49.01,122.1,1.18,0.33,39.42,Low Risk
26.76,0.75,3.37,68.2,0.59,0.27,0.0,Low Risk
32.86,0.17,5.67,110.2,1.32,-0.61,4.21,Low Risk
31.23,-0.18,4.3,65.8,1.11,1.06,2.55,Low Risk
34.84,0.35,1.39,86.4,0.61,0.52,3.86,Low Risk
23.18,-0.31,8.08,93.2,1.01,1.05,0.0,Low Risk
31.43,0.85,5.71,70.8,1.26,0.71,0.0,Low Risk
33.29,0.78,14.24,81.6,0.7,-0.3,0.0,Low Risk
19.21,-0.13,20.42,96.4,1.34,-0.24,0.0,Low Risk
22.08,-0.21,9.43,67.2,0.62,1.55,0.0,Low Risk
17.8,-1.21,0.39,110.0,0.8,0.95,0.0,Low Risk
26.65,-0.64,11.58,55.1,0.76,0.2,0.0,Low Risk
31.59,-0.57,0.68,114.9,1.34,0.95,1.62,Low Risk
35.51,0.17,11.5,98.0,0.88,-0.2,1.92,Low Risk
28.37,-0.06,13.86,78.4,0.71,1.37,0.0,Low Risk
36.14,-0.57,2.64,72.8,1.11,-0.59,6.07,Low Risk
21.1,-0.04,20.53,70.9,1.17,0.66,0.0,Low Risk
19.48,0.35,29.04,77.6,1.17,0.39,6.32,Low Risk
27.72,0.36,20.13,79.1,0.93,0.51,1.54,Low Risk
29.92,-0.85,4.37,102.6,1.06,1.02,0.09,Low Risk
27.84,0.04,10.6,115.4,0.84,1.3,3.08,Low Risk
17.66,-0.59,29.56,83.6,1.42,0.17,5.94,Low Risk
27.55,0.55,4.64,64.8,1.29,-1.09,0.0,Low Risk
21.48,0.49,20.58,70.2,1.27,-0.87,3.62,Low Risk
31.35,-0.35,0.11,76.7,1.2,0.19,4.89,Low Risk
29.83,-0.28,0.04,61.5,1.13,0.53,1.2,Low Risk
23.3,-0.13,17.11,58.8,0.69,0.8,0.0,Low Risk
25.43,-1.03,17.2,117.7,1.16,0.65,0.53,Low Risk
22.7,0.27,18.67,85.4,1.03,1.21,0.0,Low Risk
27.69,-0.04,31.92,65.0,7.2,46.5,57.66,Medium Risk
32.78,0.59,1.51,94.7,1.2,0.58,1.14,Low Risk
23.07,-0.45,3.17,58.8,1.14,0.79,0.0,Low Risk
30.52,-0.21,28.09,60.3,0.58,-0.11,5.0,Low Risk
25.35,-0.65,2.34,65.5,0.98,0.54,2.58,Low Risk
24.04,-0.4,13.76,109.8,0.86,0.67,0.0,Low Risk
27.46,-0.49,9.07,75.4,1.06,0.62,1.55,Low Risk
22.82,0.6,1.04,40.0,0.9,-0.1,16.22,Low Risk
25.23,-0.25,4.03,101.8,0.93,0.63,0.0,Low Risk
22.01,0.16,8.82,74.5,1.11,0.57,0.0,Low Risk
37.82,-0.09,22.95,46.7,0.89,0.75,27.04,Low Risk
28.18,-0.53,14.75,74.3,3.53,46.92,41.43,Medium Risk
24.5,0.02,11.67,89.4,7.8,19.02,44.3,Medium Risk
29.07,0.4,8.22,87.3,0.79,2.24,0.0,Low Risk
27.44,-0.5,4.26,112.4,1.16,0.54,2.34,Low Risk
26.9,0.5,1.52,64.7,0.69,1.36,1.16,Low Risk
31.07,-0.32,6.31,80.8,1.31,1.64,0.0,Low Risk
31.79,-0.14,0.35,67.4,1.24,-0.66,0.0,Low Risk
25.35,0.37,2.84,52.2,0.93,0.34,0.12,Low Risk
25.12,-0.23,6.8,95.9,1.75,0.38,1.56,Low Risk
26.62,0.12,6.51,88.3,1.31,2.11,0.0,Low Risk
16.49,-0.06,0.54,85.1,0.76,2.01,3.88,Low Risk
20.42,0.16,10.67,87.7,1.19,-0.66,0.58,Low Risk
34.83,-1.09,9.57,67.7,1.02,-0.3,1.09,Low Risk
36.22,-0.81,0.98,61.9,0.81,1.48,5.59,Low Risk
26.75,0.41,34.41,80.7,0.73,0.08,15.35,Low Risk
30.88,0.62,1.26,100.9,7.85,58.22,44.41,Medium Risk
29.56,-0.36,23.16,108.9,0.85,0.32,0.22,Low Risk
43.39,-0.02,0.0,94.3,0.97,-0.36,13.31,Low Risk
33.6,0.25,25.67,80.5,0.77,1.54,0.0,Low Risk
27.36,0.45,0.24,84.9,4.47,29.48,38.7,Low Risk
23.22,-0.91,17.02,80.2,0.97,0.4,0.0,Low Risk
19.97,-0.34,5.39,61.5,1.1,-0.41,3.3,Low Risk
29.02,-0.07,16.08,80.4,0.35,-0.39,2.65,Low Risk
24.22,0.45,6.16,56.0,1.0,0.55,0.0,Low Risk
20.89,1.35,0.88,77.8,0.81,-0.26,0.0,Low Risk
24.77,-0.01,17.51,109.4,1.35,1.71,1.43,Low Risk
22.59,-0.6,0.89,94.8,1.74,1.05,0.02,Low Risk
36.44,0.3,30.63,63.4,0.91,1.13,14.88,Low Risk
32.41,0.76,0.63,78.7,0.57,0.27,0.0,Low Risk
27.96,0.15,7.83,65.0,1.03,0.29,0.0,Low Risk
35.4,-0.35,15.41,78.9,0.95,0.85,3.72,Low Risk
28.39,0.58,6.0,98.7,1.49,-1.66,0.0,Low Risk
23.69,0.43,2.94,91.8,1.42,0.14,0.0,Low Risk
35.62,-0.41,17.08,124.7,5.0,35.32,50.06,Medium Risk
30.69,0.29,18.41,101.5,0.85,0.68,0.0,Low Risk
22.81,0.6,30.72,83.7,5.64,34.87,52.24,Medium Risk
27.05,0.69,5.66,92.2,1.07,0.4,0.0,Low Risk
23.62,0.07,8.47,76.4,1.06,-0.21,0.0,Low Risk
21.09,-0.08,5.41,59.7,0.61,1.64,0.0,Low Risk
32.63,0.71,3.57,103.5,1.27,2.31,4.28,Low Risk
37.55,-0.51,16.69,98.2,1.03,1.23,8.78,Low Risk
21.01,0.32,4.98,75.7,0.97,1.28,0.0,Low Risk
30.81,-0.59,6.71,84.9,0.85,0.47,1.99,Low Risk
24.75,0.63,6.2,102.3,0.8,-0.0,0.0,Low Risk
25.56,-0.03,14.97,95.2,1.08,-1.04,1.12,Low Risk
25.04,0.73,29.98,53.7,0.56,0.65,7.38,Low Risk
23.68,0.35,13.19,84.4,1.2,0.26,0.59,Low Risk
28.24,-0.51,7.65,77.0,0.74,0.68,0.0,Low Risk
23.85,0.81,18.13,100.0,0.49,-0.07,1.67,Low Risk
29.35,0.88,12.29,98.6,1.46,-0.69,0.69,Low Risk
27.75,0.54,0.75,103.7,0.79,-0.43,1.73,Low Risk
26.81,-0.28,1.21,59.9,0.82,1.73,0.0,Low Risk
23.46,-0.05,0.46,65.9,1.28,2.05,2.22,Low Risk
25.12,0.17,7.32,100.1,1.46,-0.76,0.0,Low Risk
31.78,-0.25,20.97,69.4,0.62,-0.04,0.0,Low Risk
30.5,0.95,4.51,52.6,0.76,-0.9,3.66,Low Risk
23.11,0.17,5.82,89.6,0.78,0.55,1.66,Low Risk
28.5,-1.25,28.83,70.2,1.23,0.57,9.2,Low Risk
31.76,0.27,21.76,112.2,1.41,0.41,0.0,Low Risk
19.65,-0.07,13.13,85.3,0.73,0.1,1.98,Low Risk
30.72,0.06,3.72,82.9,1.35,0.7,2.48,Low Risk
24.69,-0.08,1.49,73.4,0.82,1.02,0.0,Low Risk
30.85,0.5,0.19,108.6,1.08,1.06,0.0,Low Risk
24.18,0.66,1.36,86.5,0.68,1.48,0.83,Low Risk
18.98,0.24,4.15,72.6,4.29,41.05,43.33,Medium Risk
19.86,-0.07,9.63,65.7,0.97,0.03,0.65,Low Risk
28.24,0.08,0.79,78.7,0.92,1.26,0.0,Low Risk
29.3,0.11,1.76,62.4,1.1,0.05,0.0,Low Risk
23.48,-0.3,2.4,98.5,0.75,0.33,0.0,Low Risk
31.19,0.39,12.0,47.4,0.78,0.06,21.38,Low Risk
19.69,0.33,11.48,77.5,1.11,1.86,0.0,Low Risk
27.67,0.87,9.6,91.0,1.34,0.97,0.0,Low Risk
21.94,0.73,3.46,86.2,0.99,-0.41,0.0,Low Risk
24.74,-0.24,5.57,67.1,1.13,0.5,0.0,Low Risk
28.24,0.51,1.22,91.9,1.19,0.82,0.0,Low Risk
23.7,-0.38,3.08,64.1,1.21,-0.4,1.12,Low Risk
26.08,0.45,27.36,79.6,0.76,0.78,4.35,Low Risk
33.03,-0.16,46.76,91.7,0.81,0.38,29.57,Low Risk
25.12,-0.41,12.52,88.3,0.83,-0.48,0.0,Low Risk
32.18,0.24,29.84,67.8,1.48,-0.58,7.38,Low Risk
22.35,-1.24,12.35,101.6,1.13,1.6,1.03,Low Risk
30.65,-0.78,0.41,81.6,1.12,-0.17,1.16,Low Risk
35.21,0.01,68.8,93.4,1.09,1.31,42.61,Medium Risk
15.64,0.14,1.25,107.5,0.67,1.03,1.66,Low Risk
24.02,-0.08,13.77,100.1,1.48,0.0,0.36,Low Risk
30.89,-0.69,3.5,100.2,1.12,0.9,0.0,Low Risk
26.98,-0.31,5.97,83.5,1.18,0.76,0.0,Low Risk
29.86,0.3,12.46,94.3,0.56,1.23,0.0,Low Risk
24.98,0.39,6.88,83.8,1.19,0.64,0.0,Low Risk
28.43,0.09,3.46,58.2,0.91,0.23,2.19,Low Risk
27.22,0.68,4.89,85.4,0.67,1.56,1.04,Low Risk
33.84,0.3,5.01,84.6,0.76,1.08,0.54,Low Risk
29.27,-0.27,38.43,90.5,0.68,-0.01,17.89,Low Risk
29.69,-0.04,19.23,77.7,0.68,0.36,1.2,Low Risk
25.94,-0.6,7.36,66.3,1.02,1.54,0.0,Low Risk
25.56,0.05,2.68,91.8,0.9,1.7,1.2,Low Risk
25.84,0.66,19.99,56.4,1.08,0.36,3.96,Low Risk
29.97,0.44,2.05,106.3,1.42,0.89,0.63,Low Risk
25.9,0.8,2.84,75.8,0.97,0.79,0.0,Low Risk
29.45,-0.05,5.47,84.4,0.44,-0.38,0.0,Low Risk
38.38,0.77,25.48,90.1,0.94,0.91,0.87,Low Risk
32.36,0.0,1.7,90.6,1.3,-1.22,0.0,Low Risk
26.37,0.84,1.56,54.6,0.98,1.23,0.98,Low Risk
34.01,0.09,8.17,94.8,1.38,0.92,2.68,Low Risk
25.96,0.45,3.88,85.5,1.11,-1.92,2.45,Low Risk
17.81,0.84,10.09,68.6,0.54,-0.27,0.74,Low Risk
22.96,0.0,7.21,66.5,1.03,-0.91,0.0,Low Risk
18.65,0.21,6.85,74.0,1.07,-0.32,2.52,Low Risk
26.24,0.74,1.43,56.6,1.27,0.61,1.18,Low Risk
28.09,0.03,1.82,111.0,1.45,1.89,0.0,Low Risk
36.38,-0.56,20.65,106.8,3.94,37.64,43.17,Medium Risk
29.63,1.17,26.05,88.1,1.11,0.2,0.48,Low Risk
26.9,-0.13,3.21,76.0,1.17,1.07,3.53,Low Risk
32.15,0.18,1.45,76.5,0.96,1.0,1.7,Low Risk
16.94,0.68,0.66,93.6,0.63,1.66,0.0,Low Risk
29.18,-0.2,11.25,111.6,1.01,1.17,6.34,Low Risk
31.85,-0.4,15.08,69.7,1.09,0.5,1.57,Low Risk
20.61,0.23,5.6,59.9,0.7,-0.71,0.0,Low Risk
33.72,-0.8,13.66,107.9,1.33,1.58,1.98,Low Risk
29.69,-0.04,14.98,47.8,1.25,0.4,18.97,Low Risk
25.92,0.22,32.86,61.8,0.66,-0.21,9.33,Low Risk
31.16,-0.03,0.8,75.6,1.34,-1.09,2.61,Low Risk
39.35,-0.67,2.56,51.9,0.92,-0.42,0.0,Low Risk
28.91,0.9,0.85,100.0,0.81,0.82,1.86,Low Risk
29.24,0.15,24.3,95.4,1.27,0.19,0.0,Low Risk
25.7,0.82,18.88,69.7,3.7,28.78,32.39,Low Risk
23.75,-0.03,10.26,103.0,1.47,1.8,0.0,Low Risk
32.15,-0.34,1.05,106.1,0.79,-1.21,0.26,Low Risk
23.72,0.23,3.83,78.0,0.57,-0.31,0.0,Low Risk
28.36,-0.01,4.24,71.9,0.93,0.61,0.0,Low Risk
25.61,-0.49,9.87,120.7,1.2,1.68,0.0,Low Risk
30.39,0.83,3.58,93.0,0.77,-0.17,0.0,Low Risk
29.67,-0.21,0.91,84.6,0.67,0.68,0.0,Low Risk
33.19,-0.82,15.75,104.5,1.06,-0.37,0.0,Low Risk
25.45,0.76,4.26,85.4,0.63,0.43,2.71,Low Risk
26.65,-0.15,7.23,70.9,1.08,0.61,1.0,Low Risk
23.11,-0.2,1.64,81.4,0.91,0.24,0.0,Low Risk
25.78,-0.78,19.47,98.7,1.12,1.81,0.0,Low Risk
29.89,0.97,10.0,44.1,0.65,1.45,20.03,Low Risk
31.78,-0.54,27.82,74.8,1.32,0.24,4.41,Low Risk
23.39,0.13,8.21,104.9,0.95,0.29,0.84,Low Risk
32.35,0.56,34.05,70.8,1.19,1.14,11.64,Low Risk
34.78,0.31,26.69,107.8,1.24,0.54,6.96,Low Risk
30.07,0.07,10.31,105.5,0.71,0.51,3.82,Low Risk
37.38,-0.75,32.6,78.8,1.22,-0.05,17.67,Low Risk
24.13,-0.3,4.68,69.8,0.64,0.98,2.07,Low Risk
21.78,0.19,5.46,74.8,0.66,-0.01,0.0,Low Risk
19.11,-0.29,0.56,128.0,1.49,-0.01,0.0,Low Risk
35.48,0.2,10.68,113.7,1.28,0.73,5.48,Low Risk
31.27,0.44,15.36,82.3,1.52,0.61,0.0,Low Risk
27.72,0.58,17.82,69.1,6.8,18.09,45.28,Medium Risk
29.4,-0.51,1.95,82.1,6.07,50.47,46.93,Medium Risk
22.37,1.2,7.05,84.4,1.13,0.69,1.81,Low Risk
40.23,0.48,2.34,57.6,1.0,-1.11,10.29,Low Risk
28.65,0.1,13.02,81.4,0.81,1.32,0.0,Low Risk
28.55,0.64,2.06,103.8,0.78,0.06,0.12,Low Risk
31.63,1.28,28.14,47.6,1.05,0.63,28.75,Low Risk
30.41,-0.62,3.15,94.9,0.73,0.04,0.0,Low Risk
29.12,-0.01,4.13,104.7,0.73,0.75,0.0,Low Risk
24.05,-1.09,22.84,69.9,1.1,-0.46,0.0,Low Risk
30.36,0.2,7.36,110.5,0.98,1.98,0.22,Low Risk
37.41,0.28,0.29,67.6,1.23,-0.05,10.2,Low Risk
34.73,0.08,8.19,87.9,0.89,1.2,7.52,Low Risk
35.97,-0.23,1.06,74.5,0.85,-0.39,3.95,Low Risk
25.44,-0.92,50.68,74.5,7.6,45.03,78.55,High Risk
23.05,0.29,10.64,68.9,0.8,-0.1,3.16,Low Risk
27.37,0.83,3.56,92.6,0.84,0.02,0.0,Low Risk
28.28,-0.2,9.95,95.3,0.85,0.84,0.0,Low Risk
33.47,0.32,0.96,78.8,0.95,0.87,4.15,Low Risk
19.54,-0.68,19.31,55.5,1.44,0.83,0.0,Low Risk
35.65,0.33,31.14,87.3,0.66,-0.2,11.96,Low Risk
27.21,-0.1,24.9,87.6,1.32,0.6,2.52,Low Risk
25.87,-0.28,5.02,76.1,1.18,-0.18,0.0,Low Risk
22.94,-0.28,4.73,113.6,1.39,1.67,0.0,Low Risk
19.73,-0.1,0.43,51.8,1.78,-0.24,1.68,Low Risk
32.12,0.29,12.65,40.1,1.36,0.12,23.42,Low Risk
28.37,-0.56,9.19,66.8,1.23,0.55,2.87,Low Risk
21.55,-0.1,7.38,92.8,0.67,-0.32,0.0,Low Risk
21.52,0.08,28.58,61.0,7.65,37.32,52.94,Medium Risk
26.32,-0.45,2.21,62.3,1.09,1.39,0.16,Low Risk
36.35,1.0,0.12,97.1,0.58,-0.21,4.9,Low Risk
26.7,-0.33,0.91,88.3,1.15,-0.04,0.0,Low Risk
20.48,-0.23,3.03,86.8,0.47,1.46,1.4,Low Risk
26.77,-0.39,0.41,94.1,1.29,0.62,0.87,Low Risk
26.64,1.0,8.39,72.3,0.92,0.32,2.81,Low Risk
15.0,0.38,4.52,73.2,1.03,-0.11,0.0,Low Risk
27.73,-0.37,2.39,94.6,0.81,0.2,0.0,Low Risk
26.85,0.65,16.64,55.8,0.53,0.38,1.61,Low Risk
31.48,0.2,2.74,41.4,1.31,1.01,18.42,Low Risk
37.24,0.23,13.96,72.2,1.33,0.5,9.51,Low Risk
33.63,-0.07,5.16,96.8,0.91,-0.23,0.22,Low Risk
26.66,-0.27,8.61,84.6,1.17,0.08,4.08,Low Risk
22.47,0.27,32.59,95.4,0.9,-0.39,14.62,Low Risk
40.87,-0.17,0.46,43.7,1.07,0.39,24.83,Low Risk
28.3,1.01,8.32,85.7,1.19,2.3,0.12,Low Risk
28.07,-0.53,23.12,91.8,1.14,2.48,0.25,Low Risk
27.88,0.87,10.64,55.7,1.34,0.76,0.0,Low Risk
28.99,0.04,3.89,95.5,1.13,-0.82,0.0,Low Risk
27.28,0.25,6.08,78.0,1.01,1.24,0.21,Low Risk
25.13,0.52,13.68,135.3,0.81,1.03,1.27,Low Risk
25.27,-0.22,26.58,40.8,0.88,2.65,25.28,Low Risk
27.84,0.53,0.5,104.6,1.2,0.56,3.21,Low Risk
25.28,-1.25,0.89,72.9,0.62,0.16,2.7,Low Risk
24.44,-0.26,4.72,50.9,1.28,-0.3,2.84,Low Risk
28.53,-0.36,3.18,70.5,0.93,1.16,1.48,Low Risk
26.73,-0.53,3.69,85.0,0.8,0.35,0.0,Low Risk
35.52,-0.01,3.0,98.7,0.73,0.3,2.65,Low Risk
15.0,0.29,2.62,111.0,6.43,55.01,42.85,Medium Risk
33.46,0.45,1.68,105.6,1.0,2.26,3.09,Low Risk
34.23,0.22,32.61,62.6,6.07,31.86,56.32,Medium Risk
17.63,-0.23,1.87,100.3,0.68,1.06,0.35,Low Risk
26.29,0.28,2.74,87.0,0.86,0.87,1.11,Low Risk
26.14,0.16,3.39,68.2,0.98,-1.28,0.0,Low Risk
20.96,0.57,32.44,76.2,0.81,2.27,10.49,Low Risk
24.11,0.49,16.91,67.2,1.0,-0.98,5.21,Low Risk
22.45,0.12,18.71,80.7,1.08,-0.22,0.0,Low Risk
36.76,-0.35,1.33,66.9,1.12,0.09,7.95,Low Risk
32.68,-0.23,21.72,61.5,1.38,-0.08,3.37,Low Risk
34.36,-0.17,6.29,88.6,0.67,0.32,5.35,Low Risk
31.61,-0.06,3.66,91.3,1.08,-0.12,1.67,Low Risk
22.35,0.23,10.29,76.6,0.84,1.59,0.55,Low Risk
25.38,0.46,20.72,104.6,1.11,0.97,0.56,Low Risk
30.45,0.07,18.1,75.3,4.26,32.24,35.36,Low Risk
21.89,0.11,26.49,74.6,0.75,-0.17,5.55,Low Risk
31.56,0.17,31.6,91.9,0.77,0.05,8.05,Low Risk
26.8,-0.16,3.26,77.6,1.13,-0.22,1.76,Low Risk
26.13,-0.36,6.62,81.5,1.01,-0.46,0.0,Low Risk
31.55,-0.78,0.18,40.0,3.53,23.88,56.02,Medium Risk
30.22,-0.25,25.38,80.3,1.16,0.19,0.0,Low Risk
26.2,0.34,2.01,47.1,1.18,0.82,24.73,Low Risk
33.8,-0.25,23.72,58.0,0.87,0.55,2.44,Low Risk
22.59,-0.02,4.79,56.0,0.79,1.66,1.46,Low Risk
31.08,0.33,5.51,61.2,0.68,1.22,0.03,Low Risk
30.97,0.36,0.48,70.1,1.01,0.79,3.17,Low Risk
26.45,-0.44,4.75,71.2,0.64,2.34,0.26,Low Risk
29.63,0.6,26.31,92.0,1.02,-0.06,2.48,Low Risk
21.74,0.66,0.31,84.0,1.3,0.35,0.21,Low Risk
32.62,-0.46,6.26,45.8,0.91,1.02,22.06,Low Risk
27.08,-0.31,0.38,81.5,0.87,1.18,0.0,Low Risk
25.39,0.7,5.56,85.7,1.5,-0.2,0.0,Low Risk
33.25,0.03,2.27,74.1,1.38,0.47,2.79,Low Risk
24.48,-1.01,3.49,78.9,0.81,0.52,4.26,Low Risk
20.96,-0.6,25.21,83.4,1.03,2.36,0.0,Low Risk
20.22,-0.02,6.87,93.8,1.08,1.03,1.54,Low Risk
31.03,-0.48,3.84,51.7,1.05,1.36,0.0,Low Risk
21.6,-0.11,10.68,75.6,1.45,0.19,0.0,Low Risk
36.77,0.12,1.84,107.2,4.22,52.33,52.26,Medium Risk
17.59,0.83,3.6,105.5,1.06,0.16,0.0,Low Risk
36.48,-0.05,9.48,95.3,1.17,0.94,8.96,Low Risk
29.06,0.64,3.25,89.7,1.3,1.68,0.0,Low Risk
27.52,0.81,13.64,109.8,1.23,-0.64,0.0,Low Risk
25.28,0.82,8.12,114.5,1.13,2.08,0.0,Low Risk
30.0,0.24,17.74,77.7,0.61,1.21,0.0,Low Risk
27.81,-0.88,35.53,62.6,0.88,1.3,13.29,Low Risk
33.52,0.33,1.48,75.1,3.92,53.35,47.49,Medium Risk
28.57,0.62,4.89,135.7,1.06,0.18,4.89,Low Risk
28.75,0.06,4.62,51.8,1.21,0.4,0.0,Low Risk
26.18,0.97,1.97,71.5,1.47,1.04,0.0,Low Risk
27.72,0.53,19.95,54.6,0.71,0.3,0.0,Low Risk
29.54,0.38,17.12,82.2,1.28,0.69,2.25,Low Risk
19.45,0.64,7.95,58.4,0.92,-0.03,0.0,Low Risk
21.26,0.27,9.26,78.0,1.23,1.12,0.0,Low Risk
31.72,-1.15,0.74,44.9,0.99,0.39,17.71,Low Risk
28.85,-0.15,9.73,91.1,1.53,0.18,0.0,Low Risk
27.08,0.7,18.8,102.0,1.03,-0.16,0.0,Low Risk
28.09,-0.3,10.23,73.1,0.84,-0.03,0.0,Low Risk
29.74,-0.01,3.7,77.6,1.1,-0.56,0.0,Low Risk
25.3,-0.42,13.22,77.1,1.08,0.84,0.04,Low Risk
24.11,0.99,5.38,83.3,1.28,0.02,0.0,Low Risk
28.98,0.94,9.45,79.3,1.11,0.47,3.99,Low Risk
23.11,-0.34,8.02,93.8,1.62,1.47,0.0,Low Risk
30.04,0.17,5.76,102.2,0.97,0.4,0.0,Low Risk
19.49,-0.24,15.23,65.3,0.98,0.37,0.0,Low Risk
33.15,0.41,25.84,74.4,0.85,0.46,0.95,Low Risk
30.36,0.35,0.06,96.2,1.02,0.73,2.5,Low Risk
29.28,0.51,32.55,54.4,1.06,0.13,11.08,Low Risk
32.91,0.27,8.6,44.5,1.07,1.18,16.36,Low Risk
36.33,1.57,14.48,84.1,1.02,0.6,4.02,Low Risk
33.07,-0.41,23.22,88.9,0.85,0.07,0.32,Low Risk
18.8,-0.76,7.55,67.0,0.78,0.23,1.27,Low Risk
21.6,-0.1,21.62,69.6,0.91,1.41,2.38,Low Risk
24.88,-0.68,2.35,66.3,1.29,-0.03,0.0,Low Risk
28.13,-0.65,2.08,64.4,1.34,0.84,3.18,Low Risk
30.59,-0.4,12.86,92.5,0.98,0.88,1.55,Low Risk
24.37,-0.36,24.5,58.8,0.76,-0.36,4.29,Low Risk
28.93,-0.38,26.75,75.2,0.98,-0.66,1.34,Low Risk
24.22,0.36,12.39,63.7,1.52,0.24,0.0,Low Risk
24.94,-0.15,8.95,53.8,1.25,1.14,0.43,Low Risk
20.97,0.01,4.83,95.7,1.14,-0.68,0.0,Low Risk
23.38,0.55,46.94,70.6,1.24,-0.2,32.29,Low Risk
21.24,-0.28,4.62,83.4,1.39,1.04,0.0,Low Risk
23.12,-0.03,16.36,52.9,0.71,-0.35,0.0,Low Risk
33.27,0.28,9.11,66.6,5.31,17.04,43.08,Medium Risk
23.25,-0.87,11.25,93.6,0.87,2.62,2.96,Low Risk
41.16,-1.09,6.0,126.6,1.15,-0.15,3.43,Low Risk
30.47,0.27,40.17,44.4,1.04,1.68,42.87,Medium Risk
28.92,0.35,10.17,76.4,1.19,0.76,3.34,Low Risk
23.71,1.13,33.33,87.4,0.87,-0.13,12.52,Low Risk
31.5,0.18,0.09,68.9,1.34,1.77,0.0,Low Risk
25.12,0.51,10.2,95.3,0.98,0.83,2.91,Low Risk
28.61,0.0,15.16,64.4,1.17,1.45,1.93,Low Risk
40.8,0.25,16.4,82.8,1.3,2.38,6.78,Low Risk
27.52,0.93,28.24,70.6,1.28,0.41,2.84,Low Risk
33.75,-0.96,0.05,101.9,1.09,0.94,2.51,Low Risk
24.48,0.31,0.0,67.8,1.2,-0.39,1.8,Low Risk
27.83,1.17,7.67,73.7,1.44,0.13,0.0,Low Risk
36.85,0.24,0.36,97.0,1.13,0.43,7.55,Low Risk
24.87,0.93,44.04,61.5,0.82,0.67,28.47,Low Risk
37.06,-0.21,3.01,81.2,1.15,-1.2,7.1,Low Risk
31.54,0.08,7.68,47.2,0.99,1.74,20.56,Low Risk
25.19,0.12,0.76,60.4,0.41,1.01,0.98,Low Risk
31.16,-1.01,8.86,86.9,1.12,0.91,1.51,Low Risk
32.86,-0.48,5.74,62.2,1.03,2.14,1.45,Low Risk
31.11,-0.45,0.55,70.2,1.29,1.8,0.0,Low Risk
20.15,0.51,4.9,88.9,0.81,0.38,2.03,Low Risk
24.36,0.54,5.96,69.6,0.62,0.04,0.0,Low Risk
26.76,0.26,55.17,94.8,1.04,1.0,38.27,Low Risk
27.63,0.51,2.8,83.9,1.1,1.74,1.17,Low Risk
31.1,0.02,9.44,87.8,1.02,0.38,3.05,Low Risk
28.89,0.7,52.41,102.3,1.01,1.21,36.87,Low Risk
21.32,0.1,18.84,85.8,0.73,1.87,0.0,Low Risk
29.9,0.13,60.19,107.7,0.97,1.29,38.26,Low Risk
31.05,-0.03,41.42,96.4,0.91,-0.78,21.02,Low Risk
30.8,0.44,8.07,70.6,1.27,-0.46,2.29,Low Risk
33.4,-0.11,14.3,103.3,1.09,2.09,0.0,Low Risk
32.17,0.59,1.4,84.7,0.93,0.59,0.0,Low Risk
30.3,-0.47,6.98,72.9,1.43,0.76,0.0,Low Risk
27.65,-0.45,19.87,85.0,0.93,0.95,0.0,Low Risk
19.7,0.44,8.45,100.0,1.14,1.65,0.0,Low Risk
30.15,0.06,14.56,88.2,0.96,-0.13,0.0,Low Risk
29.04,-0.13,16.43,112.8,3.86,17.92,31.74,Low Risk
29.36,0.55,3.51,99.6,1.02,-0.3,0.0,Low Risk
21.62,-0.2,25.02,89.4,1.03,-1.15,0.0,Low Risk
22.59,-0.0,7.39,61.5,0.97,0.83,0.52,Low Risk
33.27,0.8,2.83,76.8,1.05,-0.19,0.04,Low Risk
27.8,0.87,24.07,81.3,1.3,1.27,0.0,Low Risk
31.41,0.89,6.49,92.5,1.21,0.01,1.41,Low Risk
28.14,-0.04,16.65,91.5,1.01,-0.58,1.14,Low Risk
28.15,0.72,9.53,83.1,1.43,1.34,0.0,Low Risk
32.69,-0.37,5.77,82.2,1.22,0.92,0.18,Low Risk
